year,governorate_1,governorate_2,planned,joint_statement,unspecified_JO,gov_collaboration,affiliates,parent_group,operations_room,big_bomb,target_class,target_class2,target_class3,target_class4,claim_source,notes,ose_claim_id,ose_date,frenemie_id,claim_full_text,Compound_Claim,Subject_Full_Name,subject,Object_Full_Name,object ,Posting_Full_Name,posting,type1,type2,type3,Pos_Existing_Ties,Neg_Existing_Ties,Duplicate,Frenemy_Notes,Interesting_Flag,Coder_ID,Skip
NA,.,,,no,,no,,,NA,no,.,.,.,,direct_quote,Mutiple claims,TRW2017102607150175,2017-10-26,1131,"*breaking development * on 24 october, ""sina'at al-wa'y"" tweeted photos of a handwritten 2-page document signed by most free syrian army factions, in addition to jaysh al-islam, the ahrar al-sham islamic movement, and representatives of the syrian interim government, outlining how these factions will form a ""regular army."" according to the document, ""a meeting was held on 24 october at the headquarters of the turkish special forces attended by the governor of gaziantep, the commander of the turkish special forces, representatives of turkish intelligence, members of the syrian interim government, the vice president of the national coalition [for syrian revolutionary and opposition forces], and the commanders of the free syrian army factions operating in the area of [operation] euphrates shield."" the document relates that ""at the conclusion of the meeting, it was agreed that the factions will transition from the stage of being groups and factions to the stage of being a regular army, in two phases: ""the first phase: the formation of three corps as follows: the 1st corps: the national army corps the 2nd corps: al-sultan murad corps the 3rd corps: al-sham front corps ""the second phase: one month upon the completion of the first phase, the second phase will begin by cancelling all the labels of the factions to become a regular army as follows: a. each corps will comprise three divisions b. each division will comprise three brigades c. each brigade will comprise three battalions"" the document adds that ""in this phase, all the weapons, vehicles, equipment, and headquarters of the factions will be handed over to the syrian interim government's ministry of defense, and the contracts of the factions that will not abide by that will be revoked."" it goes on to say that the ""administration of the border crossings in the area of euphrates shield will be unified under the syrian interim government,"" and ""all proceeds of the border crossings will be at the disposal of the syrian interim government and fairly distributed among the syrian interim government, the local councils, and the free [syrian] army."" the document was signed by purported representatives of the following factions: jaysh al-islam, the ahrar al-sham islamic movement, al-sham front, al-hamzah division, fastaqim kama umirt grouping, suqur al-sham brigade, ansar al-sunnah brigade, 1st division, al-waqqas brigade, al-fath brigade, al-muntasir billah brigade, al-mu'tasim brigade, al-shamal division, 1st brigade, 4th brigade, jaysh al-ahfad, jaysh ahrar al-sharqiyah, samarqand brigade, al-mustafa regiment, 1st regiment, al-safwah division, suqur al-shamal brigade, jaysh al-nukhbah, al-sultan murad division, al-majd corps, al-shamal brigade, 23rd division, 5th regiment, al-jazirah revolutionaries brigade, 9th division, al-sultan 'uthman brigade, al-sultan sulayman shah brigade, 1st brigade commandos, the syrian interim government, and the national coalition. ",,jaysh al-islam; ahrar al-sham islamic movement; al-sham front; al-hamzah division; fastaqim kama umirt grouping; suqur al-sham brigade; ansar al-sunnah brigade; 1st division; al-waqqas brigade; al-fath brigade; al-muntasir billah brigade; al-mu'tasim brigade; al-shamal division; 1st brigade; 4th brigade; jaysh al-ahfad; jaysh ahrar al-sharqiyah; samarqand brigade; al-mustafa regiment; 1st regimental-safwah division; suqur al-shamal brigade; jaysh al-nukhbah; al-sultan murad division; al-majd corps; al-shamal brigade; 23rd division; 5th regiment; al-jazirah revolutionaries brigade; 9th division; al-sultan 'uthman brigade; al-sultan sulayman shah brigade; 1st brigade commandos; syrian interim government; the national coalition,,,,,,Formal_Alliance,,,,,,"very detailed layout of intention to ""move from groups"" to an army. Singed by most FSA factions. THe organization would comprise 3 corps within them 3 divisions within them 3 brigades. jaysh al-islam, the ahrar al-sham islamic movement, al-sham front, al-hamzah division, fastaqim kama umirt grouping, suqur al-sham brigade, ansar al-sunnah brigade, 1st division, al-waqqas brigade, al-fath brigade, al-muntasir billah brigade, al-mu'tasim brigade, al-shamal division, 1st brigade, 4th brigade, jaysh al-ahfad, jaysh ahrar al-sharqiyah, samarqand brigade, al-mustafa regiment, 1st regiment, al-safwah division, suqur al-shamal brigade, jaysh al-nukhbah, al-sultan murad division, al-majd corps, al-shamal brigade, 23rd division, 5th regiment, al-jazirah revolutionaries brigade, 9th division, al-sultan 'uthman brigade, al-sultan sulayman shah brigade, 1st brigade commandos, the syrian interim government, and the national coalition",yes,ANS,.
NA,.,,,no,,no,,,NA,no,.,.,.,.,.,The Fiercest Confrontation Between Tahrir al-Sham (Corps] and [Nur al-Din) al-Zanki [Movement],TRW2017110872259874,2017-11-08,1134,"at 0810 gmt on 8 november, twitter user ""saeid"" tweeted an embedded image of a news report bearing the iba' news agency logo titled ""the fiercest confrontation between tahrir al-sham al-zanki [movement]."" in this report, ibal agency states that the nur al-din al-zanki movement had been escalating its presence in the western aleppo countryside, that they have ""abducted mr. muhammad mustafa, the director of education in the free aleppo governorate, without any sharia based charges,"" and that the nur al-din al-zanki movement has issued a statement accusing the tahrir al-sham corps of attacking their posts in hayyan in northern aleppo. it said that iba' has interviewed ""abu-ibrahim salamah, the [tahrir al-sham corps"") aleppo official"" who stated that nur al-din al-zanki ""seized the opportunity of us being busy on the northern hamah countryside fronts"" to commit ""violations"" against the corps and prevented it from ""having posts in their territories."" salamah claims that al-zanki has detained ""abu-'ubaydah bashtarah, a battalion commander in the corps"" for his association with the group and that nur al-din al-zanki has been ""escalating problems."" salamah added that ""we were surprised that al-zanki cut off the northern road in front of the corps' personnel, a critical and unique supply route for our fronts"" and that nur al-din al-zanki has been ""stubborn"" in this regard. iba' closes the report by stating that the ""clashes"" between the two groups are ""ongoing to this minute with no end in sight.""",,Tahrir al-Sham,HTS,Nur al-Din al-Zenki Movement,NADAZM,,,Critique,,,,,,NADAZM abducted a civilian without charge. (code on other side) HTS criticizes them for stepping out of bounds while they were busy. ,,ANS,.
2017,NA,NA,no,yes,no,no,no,no,no,no,JAI,.,.,.,direct_quote,NA,TRW2017110907012685,2017-11-09,1136,"on 8 november, ""jaysh al-islam"" tweeted a statement
 
 
 denouncing al-rahman corps' ""deceit, betrayal, and lying"" and accusing
 
 
 its ""command"" of having ""dedicated itself to empowering its allies the
 
 
 remnants of al-nusrah front [refers to tahrir al-sham corps],
 
 
 disregarding"" what was pledged ""in the latest meeting, the ink of which
 
 
 has not yet dried."" according to the statement, ""the first article of
 
 
 that pledge banned the use of arms by the two parties against each
 
 
 other, but the practice of betrayal and oath-breaking has become an
 
 
 established policy by the al-rahman corps command to export its crises
 
 
 and placate the remnants of al-nusrah front, which is wreaking havoc in
 
 
 the areas under its control."" the statement also relates that ""a joint
 
 
 force of al-rahman corps and al-nusrah front remnants broke through
 
 
 positions manned by jaysh al-islam from three directions,"" but it ""was
 
 
 repelled."" al-rahman corps is held ""fully responsible for the outcomes
 
 
 of this shameful treachery,"" and ""their recent meeting with jaysh
 
 
 al-islam"" is said to have been ""only part of a plot they hatched with
 
 
 their criminal allies, the remnants of al-nusrah front."" the syrian
 
 
 islamic council is urged to to issue a statement ""identifying who abided
 
 
 by their recent initiative"" and ""who did not.""",,Jaysh al-Islam,JAI,Al-Rahman Corps,ARC,Jaysh al-Islam,JAI,Critique,,,,,,JAI says ARC is lying and insists they collaborate with HTS. ,,ANS,.
2017,NA,NA,no,yes,no,no,no,no,no,no,JAI,.,.,.,direct_quote,NA,TRW2017110907012685,2017-11-09,1136.1,"on 8 november, ""jaysh al-islam"" tweeted a statement
 
 
 denouncing al-rahman corps' ""deceit, betrayal, and lying"" and accusing
 
 
 its ""command"" of having ""dedicated itself to empowering its allies the
 
 
 remnants of al-nusrah front [refers to tahrir al-sham corps],
 
 
 disregarding"" what was pledged ""in the latest meeting, the ink of which
 
 
 has not yet dried."" according to the statement, ""the first article of
 
 
 that pledge banned the use of arms by the two parties against each
 
 
 other, but the practice of betrayal and oath-breaking has become an
 
 
 established policy by the al-rahman corps command to export its crises
 
 
 and placate the remnants of al-nusrah front, which is wreaking havoc in
 
 
 the areas under its control."" the statement also relates that ""a joint
 
 
 force of al-rahman corps and al-nusrah front remnants broke through
 
 
 positions manned by jaysh al-islam from three directions,"" but it ""was
 
 
 repelled."" al-rahman corps is held ""fully responsible for the outcomes
 
 
 of this shameful treachery,"" and ""their recent meeting with jaysh
 
 
 al-islam"" is said to have been ""only part of a plot they hatched with
 
 
 their criminal allies, the remnants of al-nusrah front."" the syrian
 
 
 islamic council is urged to to issue a statement ""identifying who abided
 
 
 by their recent initiative"" and ""who did not.""",,Al-Rahman Corps,ARC,Tahrir al-Sham,HTS,Jaysh al-Islam,JAI,Collaboration,,,,,,JAI says ARC is lying and insists they collaborate with HTS. ,,ANS,.
2017,Raqqa,NA,no,no,no,no,no,no,no,no,.,.,.,.,other,ISIL defects to YPG,TRW2017111004927009,2017-11-10,1140,"@qsd_jabha also tweeted an article announcing a
 
 
 forthcoming series of interviews with ""nine da'ish [arabic acronym for
 
 
 isis] mercenaries who turned themselves in to the people's protection
 
 
 units [ypg]."" the ""first episode will be published tomorrow.""",,Islamic State Fighters,ISIL Figthers,Islamic State,ISIL,,,Defect_Neg,,,,,,ISIL fighters surrender to YPG,,ANS,.
2017,NA,NA,no,no,no,no,no,no,no,no,.,.,.,.,other,"continued news on AASG joining HTS, HTS announces the allegiance of AASG but AASG denies it",TRW2017111348860103,2017-11-13,1141,"/at 1110 gmt on 12 november, twitter user ""wikalat nabd al-ikhbariyah"" tweeted: ""#iba [news]_agency #breaking ajnad al-sham announces joining tahrir al-sham."" the tweet included an image of a statement signed by ajnad al sham's ""general commander abu-ibrahim al-dayri,"" in which the group declares its ""allegiance"" to tahrir al-sham corps. later, at 1820 gmt, ""uss al-sira' fi al-sham"" tweeted an image of a statement issued by the ajnad al-sham shura council rejecting the above statement. according to the council, they ""are still debating whether or not to join the brothers in the [tahrir al-sham] corps"" and the ""allegiance of brother abu-ibrahim is a personal one and not binding to us."" below is a translation of each statement./
 
 
 
 
 
 /image of statement declaring ""allegiance to tahrir al-sham corps,"" signed by ajnad al-sham ""general commander abu-ibrahim al-dayri.""/ 
 
 
 *allegiance statement signed by abu-ibrahim al-dayri:*
 
 
 
 
 
 ""in the name of god, the merciful, the compassionate
 
 
 ""tahrir al-sham corps [logo] ""praise be to god. blessings and peace be upon the messenger of god, his family, companions, and followers altogether. ""in response to the needs of the current stage concerning the aligning of ranks and brotherhood among the factions, we, ajnad al-sham, declare our allegiance to tahrir al-sham corps as an effort and as a duty to counter the enemies of the ummah [community of muslims worldwide]. we ask god the almighty to grant us success in what pleases him.
 
 
 --""general commander abu-ibrahim al-dayri""
 
 
 
 
 
 *ajnad al-sham shura council statement rejecting the above:*
 
 
 /image of anjad al-sham statement rejecting abu-ibrahim al-dayri's ""personal"" allegiance to tahrir al-sham corps./
 
 
 ""in the name of god, the merciful, the compassionate ""ajnad al-sham [logo] ""important statement ""we were surprised by the issued allegiance statement, a matter which was under discussion and not finalized. ""we the ajnad al-sham shura council and the central command working on the ground state that:
 
 
  1. the allegiance of brother abu-ibrahim is a personal one and not binding to us since we did not agree on such a crucial decision. we
 
 
  consider his [pledge] to represent only himself.
 
 
  2. we are still debating whether or not to join the brothers in the corps based on conditions that take the overall benefit of the arena
 
 
  into account.
 
 
  3. we urge brother abu-ibrahim to reconsider his decision. otherwise, we will consider him as having individually abandoned the group.
 
 
  4. we urge the brothers in the corps to understand the general situation of ajnad al-sham since the sudden departure of the
 
 
  previous ajnad al-sham commander abu-hamzah and the appointment of abu-ibrahim without the consultation of anyone.
 
 
  5. we, ajnad al-sham, are still committed to our previous methodology in not engaging in any infighting and avoiding internecine strife.
 
 
  6. we declare that we are still operating as the group ajnad al-sham. we are appointing brother engineer samir al-'abdallah abu-bakr
 
 
  al-hamawi to run the group for now.
 
 
 --""ajnad al-sham shura council""",,Tahrir al-Sham,HTS,Ajanad al-Sham,AASG,,,Merger,,,,,,HTS says AASG joins them but then AASG says HTS jumped the gun and denys their announcement. says that one member can and they respect that but that they are still undecided. ,,ANS,.
2017,NA,NA,no,no,no,no,no,no,no,no,.,.,.,.,other,"continued news on AASG joining HTS, HTS announces the allegiance of AASG but AASG denies it",TRW2017111348860103,2017-11-13,1141.1,"/at 1110 gmt on 12 november, twitter user ""wikalat nabd al-ikhbariyah"" tweeted: ""#iba [news]_agency #breaking ajnad al-sham announces joining tahrir al-sham."" the tweet included an image of a statement signed by ajnad al sham's ""general commander abu-ibrahim al-dayri,"" in which the group declares its ""allegiance"" to tahrir al-sham corps. later, at 1820 gmt, ""uss al-sira' fi al-sham"" tweeted an image of a statement issued by the ajnad al-sham shura council rejecting the above statement. according to the council, they ""are still debating whether or not to join the brothers in the [tahrir al-sham] corps"" and the ""allegiance of brother abu-ibrahim is a personal one and not binding to us."" below is a translation of each statement./
 
 
 
 
 
 /image of statement declaring ""allegiance to tahrir al-sham corps,"" signed by ajnad al-sham ""general commander abu-ibrahim al-dayri.""/ 
 
 
 *allegiance statement signed by abu-ibrahim al-dayri:*
 
 
 
 
 
 ""in the name of god, the merciful, the compassionate
 
 
 ""tahrir al-sham corps [logo] ""praise be to god. blessings and peace be upon the messenger of god, his family, companions, and followers altogether. ""in response to the needs of the current stage concerning the aligning of ranks and brotherhood among the factions, we, ajnad al-sham, declare our allegiance to tahrir al-sham corps as an effort and as a duty to counter the enemies of the ummah [community of muslims worldwide]. we ask god the almighty to grant us success in what pleases him.
 
 
 --""general commander abu-ibrahim al-dayri""
 
 
 
 
 
 *ajnad al-sham shura council statement rejecting the above:*
 
 
 /image of anjad al-sham statement rejecting abu-ibrahim al-dayri's ""personal"" allegiance to tahrir al-sham corps./
 
 
 ""in the name of god, the merciful, the compassionate ""ajnad al-sham [logo] ""important statement ""we were surprised by the issued allegiance statement, a matter which was under discussion and not finalized. ""we the ajnad al-sham shura council and the central command working on the ground state that:
 
 
  1. the allegiance of brother abu-ibrahim is a personal one and not binding to us since we did not agree on such a crucial decision. we
 
 
  consider his [pledge] to represent only himself.
 
 
  2. we are still debating whether or not to join the brothers in the corps based on conditions that take the overall benefit of the arena
 
 
  into account.
 
 
  3. we urge brother abu-ibrahim to reconsider his decision. otherwise, we will consider him as having individually abandoned the group.
 
 
  4. we urge the brothers in the corps to understand the general situation of ajnad al-sham since the sudden departure of the
 
 
  previous ajnad al-sham commander abu-hamzah and the appointment of abu-ibrahim without the consultation of anyone.
 
 
  5. we, ajnad al-sham, are still committed to our previous methodology in not engaging in any infighting and avoiding internecine strife.
 
 
  6. we declare that we are still operating as the group ajnad al-sham. we are appointing brother engineer samir al-'abdallah abu-bakr
 
 
  al-hamawi to run the group for now.
 
 
 --""ajnad al-sham shura council""",,Ajanad al-Sham,AASG,Tahrir al-Sham,HTS,,,Denial,,,,,,HTS says AASG joins them but then AASG says HTS jumped the gun and denys their announcement. says that one member can and htey respect that but that they are still undecided. ,,ANS,.
NA,Rif Dimashq,,,no,,no,,,NA,no,.,.,.,.,news_general,.,IMR2017111378836618,2017-11-13,1142,"the rfs reported the following:
 
 ""the statement emphasized that: 'the joint security force comprise the
 
 forces of martyr ahmad al-abdo, jaish al islam, faylaq al rahman in
 
 addition to ahrar al sham'.""",,Jaysh al-Islam; Al-Rahman Corps; Martyr ahmad al-abdo,"JAI, ARC and MaAhAg",Joint Security Forces,JSF,,,Merger,,,,,,"joint security force includes JAI, ARC and MaAhAg (added to disambiguation)",,ANS,.
NA,0,,,no,,no,,,NA,no,.,.,.,.,.,"condemns the Nur al-Din al-Zanki Movement for actions that have ""escalated tensions."" It says that ISIS, then regime forces have been trying to expel the group from Hamah countryside areas, and, added to that, the Nur al-Din al-Zanki Movement is ""detaining our soldiers and amirs"" and cutting off the northern highway that is the group's ""main supply route to the sentry posts on the fronts.""",TRW2017111468011491,2017-11-14,1143,"at 1117 gmt on 10 november, twitter user ""morakib"" tweeted an embedded image of a tahrir al-sham corps statement titled ""to our brothers: would you listen to the voice of sharia and common sensel"" that condemns the nur al-din al-zanki movement for actions that have ""escalated tensions."" it says that isis, then regime forces have been trying to expel the group from hamah countryside areas, and, added to that, the nur al-din al-zanki movement is ""detaining our soldiers and amirs"" and cutting off the northern highway that is the group's ""main supply route to the sentry posts on the fronts."" the statement says the group is ""ready to solve all issues, bridge the gap, and align ranks."" ose processed this statement as trw2017110658900935.",,Tahrir al-Sham,HTS,Nour al-din al-zenki Movement,NADAZM,,,Critique,,,,,,HTS says NADAZM escilated tentions and is blocking their fighers and detaining them (code on other side) wants to negotiate,,ANS,.
NA,.,,,,,no,,,NA,no,.,,,,direct_quote,,TRW2017111409745766,2017-11-14,1145,"""faylaq al-sham"" , the official account of al-sham legion, tweeted a statement from the group's ""general command"" calling nur al-din al-zanki sharia official husam al 
 
 posted on the sdf press website atrash's ""statement"" that the group ""turned over its checkpoints to tahrir al-sham corps and helped and aided them in passing through to al-zanki"" territories ""fabrications."" according to the statement, the group's leadership ""moved to fix matters"" since the ""beginning of the latest events"" and communicated with the leadership of both parties and spoke with them in order to reconcile and prevent bloodshed."" the ""brothers in the nur al-din al-zanki movement"" are urged to prove the things said by al-atrash,"" as ""we consider biased statements such as these a path toward strife.""",,Faylaq al-Sham ,FayAS,Nur al-Din al-Zenki Movement,NADAZM,,,Critique,,,,,,FayAS critiques NADAZM more harshly than the others. ,,ANS,.
2017,NA,NA,no,no,no,no,no,no,no,no,.,.,.,.,indirect_quote,Organizational and political details on Ajnad al-Sham's pleged loyalty to HTS and the defection of other AASG fighers to Al-Sham Legion and Jaysh al-'Izzah.,TRW2017111506134012,2017-11-15,1147,"on 12 november, ""shabakat al-durar al-shamiyah"" , the official account of the al-durar al-shamiyah network news site, tweeted a link to a summary of an interview with ""abu-hamzah al-hamawi, ajnad al-sham commander."" according to al-hamawi, ""approximately 200 [ajnad al-sham] members led by abu-ibrahim al-dayri joined tahrir al-sham corps under intimidation by and out of fear of"" tahrir al-sham ""operatives."" al-hamawi also relates that ""after the corps seized control of the bab al-hawa border crossing, it attacked our border bases because we did not
 
 
 comply with al-jawlani and join."" according to al-hamawi, ""our bases were attacked despite a guarantee of safety by bishr al-shami, head of the corps' sharia council -- who is [also] currently the minister of endowment in the salvation government -- so we resorted to maneuvers by submitting my resignation from the leadership and appointing shura [council] member abu-ibrahim al-dayri as commander because al-jawlani saw me as the prime culprit in [preventing] ajnad [al-sham] from joining the corps."" al-hamawi is also quoted as saying that ""abu-ibrahim al-dayri showed weakness and allowed"" tahrir al-sham ""security operatives to dominate the battalions affiliated with ajnad al-sham,"" which led, he says, to ""the defection of more than 1,000"" fighters ""to al-sham legion and jaysh al-'izzah.""",,Ajnad al-Sham Fighters,AASG Fighters,Tahrir al-Sham,HTS,,,Merger,,,,,,report that AASG joined HTS out of fear of HTS. Much of our theory emphasized that groups joined groups when threatened by other groups not the group they chose to join. ,yes,ANS,.
NA,.,,,no,,no,,,NA,no,.,.,.,.,.,#Al-Zanki and #DA'ISH (Arabic acronym for ISIS) are tools that the enemies of the Syrian revolution have being using to counter the major strides #Tahrir_al-Sham has made on the revolutionary scene,TRW2017111770122024,2017-11-17,1148,"at 1830 gmt on 15 november, twitter user ""abu-muhammad"" tweeted an embedded snapshot of a telegram account post by abu-mariyah al-qahtani, senior tahrir al-sham sharia official, that reads: ""#al-zanki and #da'ish are tools that the enemies of the syrian revolution have being using to counter the major strides #tahrir_al-sham has made on the revolutionary scene. [the tahrir al-sham corps] was victorious in many regions, has ruined the reconciliation process with the regime, and has pushed for the formation of a legitimate government.""",,Nour al-din al-zenki ,NADAZM,Islamic State,ISIL,,,Collaboration,,,,,,user says NADAZM and ISIL are one in the same. blames HTS for the failure of reconciliation process. ,,ANS,.
NA,.,,,no,,no,,,NA,no,.,.,.,.,.,#Al-Zanki and #DA'ISH (Arabic acronym for ISIS) are tools that the enemies of the Syrian revolution have being using to counter the major strides #Tahrir_al-Sham has made on the revolutionary scene,TRW2017111770122024,2017-11-17,1148.1,"at 1830 gmt on 15 november, twitter user ""abu-muhammad"" tweeted an embedded snapshot of a telegram account post by abu-mariyah al-qahtani, senior tahrir al-sham sharia official, that reads: ""#al-zanki and #da'ish are tools that the enemies of the syrian revolution have being using to counter the major strides #tahrir_al-sham has made on the revolutionary scene. [the tahrir al-sham corps] was victorious in many regions, has ruined the reconciliation process with the regime, and has pushed for the formation of a legitimate government.""",,,,tahrir al-sham,HTS,,,Critique,,,,,,user says NADAZM and ISIL are one in the same. blames HTS for the failure of reconciliation process. ,,ANS,.
NA,.,,,no,,no,,,NA,no,.,.,.,.,.,"""Jab Kas Lions Company"" and the ""Martyr Abu-Hamzah Company"" affiliated to ""Jaysh al-Ahrar,"" an Ahrar al-Sham Movement entity, announce they are defecting to join the Tahrir al-Sham Corps",TRW2017113067173999,2017-11-30,1153,"at 1648 gmt on 1 december, twitter user ""al-'iraqi al-sunni"" tweeted two embedded images of statements bearing the tahrir al-sham corps logo in which the ""jab kas lions company"" and the ""martyr abu-hamzah company"" affiliated to ""jaysh al-ahrar,"" an ahrar al-sham movement entity, announce they are defecting to join the tahrir al-sham corps.",,jab kas lions company; martyr abu-hamzah company ,JKL; MABUH,Jaysh al-ahrar ,JayAA,,,Defect_Neg,,,,,,JKL and MABUH defect from JayAA and join HTS,,ANS,.
NA,.,,,no,,no,,,NA,no,.,.,.,.,.,"""Jab Kas Lions Company"" and the ""Martyr Abu-Hamzah Company"" affiliated to ""Jaysh al-Ahrar,"" an Ahrar al-Sham Movement entity, announce they are defecting to join the Tahrir al-Sham Corps",TRW2017113067173999,2017-11-30,1153.1,"at 1648 gmt on 1 december, twitter user ""al-'iraqi al-sunni"" tweeted two embedded images of statements bearing the tahrir al-sham corps logo in which the ""jab kas lions company"" and the ""martyr abu-hamzah company"" affiliated to ""jaysh al-ahrar,"" an ahrar al-sham movement entity, announce they are defecting to join the tahrir al-sham corps.",,jab kas lions company; martyr abu-hamzah company ,JKL; MABUH,Tahrir al-sham,HTS,,,Defect_Pos,,,,,,JKL and MABUH defect from JayAA and join HTS,,ANS,.
NA,.,,,no,,no,,,NA,no,.,.,.,.,.,working towards ending an existing conflict which is why I put yes --- forming a council to understand whether they should release someone,TRW2017120931075460,2017-12-09,1154,"at 2240 gmt on 4 december, twitter user ""hams"" tweeted an embedded image of a statement attributed to the ""arbitration committee,"" an entity established by tahrir al-sham corps to respond to the 'and such settlement is best [partial koranic verse, al-nisa, 4.128)' reconciliation initiative. the statement is titled ""for they have been guided to the purest of speeches (partial koranic verse, al-hajj, 22:24]."" the statement says that after ""several meetings"" with tahrir al-sham corps, an agreement was reached concerning the ""release of brother khalad and brother abu-julaybib [al-urduni, former al-nusrah front amir in dar'a]"" as a ""first step toward ending the existing conflict."" ose processed this statement separately as trw2017120486034003",,Tahrir al-Sham ,HTS,Nur al-Din Al-Zenki Movement,NADZAM,,,Prisoner_Exchange,,,,,,the arbitration committee reached an agreement between HTS and NADZAM including a prisoner exchagne. I assume this is NADZAM becuase there are no other groups mentioned. ,,ANS,.
2017,Raqqa,NA,no,no,no,no,no,no,no,no,ARC,.,.,.,indirect_quote,disputes between HTS and ARC,TRW2017121212127304,2017-12-12,1156,"on 11 december, youtube user ""intihakat faylaq al-rahman"" uploaded a
 
 
 12-munute 49-second video featuring a ""leaked"" audio by ""abu-'abdallah,
 
 
 the tahrir al-sham corps sharia official in eastern al ghutah"" in which
 
 
 he urges the corps fighters there to stay put in their posts and not
 
 
 ""abandon fighting"" there. he attacks ""abu-al-nasr ['abd-al-nasir
 
 
 al-shumayr],"" the leader of al-rahman corps, calling him ""malicious"" and
 
 
 accusing him, as well as other unnamed persons affiliated with
 
 
 al-qa'ida, of being behind this alleged ""exodus"" of the corps fighters
 
 
 from eastern al ghutah. abu-'abdallah closes by saying that he did not
 
 
 seek the permission of his superiors before recording this statement,
 
 
 did not ""tell anyone about it,"" and that he is ""ready for any
 
 
 interrogation"" if need be. ose plans to process this item separately as
 
 
 trw2017121171003530.",,Tahrir al-Sham ,HTS,Nur al-Din Al-Zenki Movement,NADZAM,,,Critique,,,,,,HTS leader tells fighters to stay put critiques NADAZM,,ANS,.
2017,,,no,no,no,no,no,,no,no,,,,,direct_quote,,TRW2017121212127304,2017-12-12,1157,"on 10 december, ""abu-'abd-al-rahman ka'kah"" , the account of samir ka'kah, a senior jaysh al-islam cleric, tweeted: ""a new deal concluded by al-jawlani ahmad al-shari' [the leader of tahrir al-sham corps] with da'ish and the nusayri [derogatory term for to alawite] gangs to surrender the countryside of hamah after he eliminated the factions there, and the [tahrir al-sham corps]-affiliated media holds the other faction to be traitors because they did not support #al-jawlani's gang! #al-jawlani_is_the_abu-rughal_of_this_age [derogatory reference to pre-islamic figure associated with treachery in arab lore].""",,Tahrir al-Sham ,HTS,Islamic State,ISIL,Jaysh al-Islam,JAI,Collaboration,,,,,,JAI says HTS is cooperating with ISIL,,ANS,.
2017,NA,NA,no,no,no,no,no,FSA,no,no,.,.,.,.,direct_quote,six operations rooms in the south join to make the central operations room. added to disambiguation,IMR2017121401719736,2017-12-14,1158,"embedded image of statement issued by the fsa southern front.
 
 
 /embedded image of statement issued by the fsa southern front./
 
 
 
 
 
 ""the syrian arab republic
 
 
 ""the free syrian army
 
 
 ""the southern front
 
 
 ""in the name of god, the merciful, the compassionate
 
 
 
 
 
 ""praise be to god, the strong and firm. prayers and peace be upon the
 
 
 imam of mujahideen and the role model for revolutionaries. god almighty
 
 
 said: 'soon will their multitude be put to flight, and they will show
 
 
 their backs [koranic verse, al-qamar, 54:45].'
 
 
 
 
 
 ""central operations room inauguration statement
 
 
 
 
 
 ""after the operations rooms have established themselves and received
 
 
 their assignments across the different sectors of the syrian south,
 
 
 vowing to persevere and defy, and announcing to the entire world the
 
 
 sanctity of the blood of hawran's people, the impenetrability of its
 
 
 soil, and the steadfastness of its rebels, we:
 
 
  1.al-bunyan al-marsus operations room
 
 
  2.the aligning ranks operations room
 
 
  3.the uniting ranks operations room
 
 
  4. the countering invaders operations room
 
 
  5.the death triangle operations room
 
 
  6. the clear victory operations room
 
 
  7. the countering aggressors operations room
 
 
 
 
 
 ""announce the formation of a central operation room in the south to
 
 
 organize, plan, and conduct combat in the syrian south as we rely on god
 
 
 alone and hope for his companionship, exactitude, might, power, and success.
 
 
 ""'and allah hath full power and control over his affairs; but most among
 
 
 mankind know it not [partial koranic verse, yusuf, 12:21].'
 
 
 ""hawran -- the cradle of the revolution
 
 
 ""20 june 2018 | 6 shawwal 1439 hegira""",,al-bunyan al-marsus operations room; Aligning Ranks Operations Room; Uniting Ranks OR; Countering Invaders OR; Death Triangle OR; Clear Victory OR; Countering Aggressors OR,ABAMOR; AligRan; UROR; RIOR; DthTrngle; ClrVic; CAOR,Central Operations Room,COR,,,Merger,,,,,,"founding of the central operations room posted by the free syrian army, interm gov, and the southern fron. It is comprised of the following operations rooms:  
  1.al-bunyan al-marsus operations room
2.the aligning ranks operations room
 3.the uniting ranks operations room
4. the countering invaders operations room
5.the death triangle operations room
6. the clear victory operations room
7. the countering aggressors operations room
 ",yes,ANS,.
2017,.,,no,no,yes,.,no,.,no,no,.,.,.,.,.,NA,TRW2017121504402272,2017-12-15,1160,"on 14 december, ""abu-'abdu"" tweeted the following
 
 regarding tahrir al-sham corps' reconciliation efforts with other factions:
 
 
 
  * ""abu-hakim al-jazrawi, the overall sharia official of jund al-aqsa,
 
  has been released and is free. #tahrir_al-sham_corps""",,Tahrir al-Sham,HTS,Jund al-Aqsa,JAA,,,Release,,,,,,HTS releases a JAA fighter,,ANS,.
